origin	destination	destination_population_size
canada	united_states	326625791.0
canada	bermuda	70864.0
canada	mexico	124574795.0
canada	belize	360346.0
canada	guatemala	15460732.0
canada	honduras	9038741.0
canada	el_salvador	6172011.0
canada	nicaragua	6025951.0
canada	costa_rica	4930258.0
canada	panama	3753142.0
canada	bahamas	329988.0
canada	cuba	11147407.0
canada	turks_caicos_islands	52570.0
canada	cayman_islands	58441.0
canada	jamaica	2990561.0
canada	haiti	10646714.0
canada	dominican_republic	10734247.0
canada	puerto_rico	3351827.0
canada	united_states_virgin_islands	107268.0
canada	saint_kitts_nevis	52715.0
canada	antigua_barbuda	94731.0
canada	guadeloupe	402119.0
canada	dominica	73897.0
canada	martinique	385551.0
canada	saint_lucia	164994.0
canada	saint_vincent_grenadines	102089.0
canada	barbados	292336.0
canada	grenada	111724.0
canada	trinidad_tobago	1218208.0
canada	curacao	149648.0
canada	aruba	115120.0
canada	french_guiana	252338.0
canada	suriname	591919.0
canada	guyana	737718.0
canada	venezuela	31304016.0
canada	colombia	47698524.0
canada	ecuador	16290913.0
canada	peru	31036656.0
canada	bolivia	11138234.0
canada	brazil	207353391.0
canada	paraguay	6943739.0
canada	uruguay	3360148.0
canada	argentina	44293293.0
canada	chile	17789267.0
united_states	canada	35623680.0
united_states	bermuda	70864.0
united_states	mexico	124574795.0
united_states	belize	360346.0
united_states	guatemala	15460732.0
united_states	honduras	9038741.0
united_states	el_salvador	6172011.0
united_states	nicaragua	6025951.0
united_states	costa_rica	4930258.0
united_states	panama	3753142.0
united_states	bahamas	329988.0
united_states	cuba	11147407.0
united_states	turks_caicos_islands	52570.0
united_states	cayman_islands	58441.0
united_states	jamaica	2990561.0
united_states	haiti	10646714.0
united_states	dominican_republic	10734247.0
united_states	puerto_rico	3351827.0
united_states	united_states_virgin_islands	107268.0
united_states	saint_kitts_nevis	52715.0
united_states	antigua_barbuda	94731.0
united_states	guadeloupe	402119.0
united_states	dominica	73897.0
united_states	martinique	385551.0
united_states	saint_lucia	164994.0
united_states	saint_vincent_grenadines	102089.0
united_states	barbados	292336.0
united_states	grenada	111724.0
united_states	trinidad_tobago	1218208.0
united_states	curacao	149648.0
united_states	aruba	115120.0
united_states	french_guiana	252338.0
united_states	suriname	591919.0
united_states	guyana	737718.0
united_states	venezuela	31304016.0
united_states	colombia	47698524.0
united_states	ecuador	16290913.0
united_states	peru	31036656.0
united_states	bolivia	11138234.0
united_states	brazil	207353391.0
united_states	paraguay	6943739.0
united_states	uruguay	3360148.0
united_states	argentina	44293293.0
united_states	chile	17789267.0
bermuda	canada	35623680.0
bermuda	united_states	326625791.0
bermuda	mexico	124574795.0
bermuda	belize	360346.0
bermuda	guatemala	15460732.0
bermuda	honduras	9038741.0
bermuda	el_salvador	6172011.0
bermuda	nicaragua	6025951.0
bermuda	costa_rica	4930258.0
bermuda	panama	3753142.0
bermuda	bahamas	329988.0
bermuda	cuba	11147407.0
bermuda	turks_caicos_islands	52570.0
bermuda	cayman_islands	58441.0
bermuda	jamaica	2990561.0
bermuda	haiti	10646714.0
bermuda	dominican_republic	10734247.0
bermuda	puerto_rico	3351827.0
bermuda	united_states_virgin_islands	107268.0
bermuda	saint_kitts_nevis	52715.0
bermuda	antigua_barbuda	94731.0
bermuda	guadeloupe	402119.0
bermuda	dominica	73897.0
bermuda	martinique	385551.0
bermuda	saint_lucia	164994.0
bermuda	saint_vincent_grenadines	102089.0
bermuda	barbados	292336.0
bermuda	grenada	111724.0
bermuda	trinidad_tobago	1218208.0
bermuda	curacao	149648.0
bermuda	aruba	115120.0
bermuda	french_guiana	252338.0
bermuda	suriname	591919.0
bermuda	guyana	737718.0
bermuda	venezuela	31304016.0
bermuda	colombia	47698524.0
bermuda	ecuador	16290913.0
bermuda	peru	31036656.0
bermuda	bolivia	11138234.0
bermuda	brazil	207353391.0
bermuda	paraguay	6943739.0
bermuda	uruguay	3360148.0
bermuda	argentina	44293293.0
bermuda	chile	17789267.0
mexico	canada	35623680.0
mexico	united_states	326625791.0
mexico	bermuda	70864.0
mexico	belize	360346.0
mexico	guatemala	15460732.0
mexico	honduras	9038741.0
mexico	el_salvador	6172011.0
mexico	nicaragua	6025951.0
mexico	costa_rica	4930258.0
mexico	panama	3753142.0
mexico	bahamas	329988.0
mexico	cuba	11147407.0
mexico	turks_caicos_islands	52570.0
mexico	cayman_islands	58441.0
mexico	jamaica	2990561.0
mexico	haiti	10646714.0
mexico	dominican_republic	10734247.0
mexico	puerto_rico	3351827.0
mexico	united_states_virgin_islands	107268.0
mexico	saint_kitts_nevis	52715.0
mexico	antigua_barbuda	94731.0
mexico	guadeloupe	402119.0
mexico	dominica	73897.0
mexico	martinique	385551.0
mexico	saint_lucia	164994.0
mexico	saint_vincent_grenadines	102089.0
mexico	barbados	292336.0
mexico	grenada	111724.0
mexico	trinidad_tobago	1218208.0
mexico	curacao	149648.0
mexico	aruba	115120.0
mexico	french_guiana	252338.0
mexico	suriname	591919.0
mexico	guyana	737718.0
mexico	venezuela	31304016.0
mexico	colombia	47698524.0
mexico	ecuador	16290913.0
mexico	peru	31036656.0
mexico	bolivia	11138234.0
mexico	brazil	207353391.0
mexico	paraguay	6943739.0
mexico	uruguay	3360148.0
mexico	argentina	44293293.0
mexico	chile	17789267.0
belize	canada	35623680.0
belize	united_states	326625791.0
belize	bermuda	70864.0
belize	mexico	124574795.0
belize	guatemala	15460732.0
belize	honduras	9038741.0
belize	el_salvador	6172011.0
belize	nicaragua	6025951.0
belize	costa_rica	4930258.0
belize	panama	3753142.0
belize	bahamas	329988.0
belize	cuba	11147407.0
belize	turks_caicos_islands	52570.0
belize	cayman_islands	58441.0
belize	jamaica	2990561.0
belize	haiti	10646714.0
belize	dominican_republic	10734247.0
belize	puerto_rico	3351827.0
belize	united_states_virgin_islands	107268.0
belize	saint_kitts_nevis	52715.0
belize	antigua_barbuda	94731.0
belize	guadeloupe	402119.0
belize	dominica	73897.0
belize	martinique	385551.0
belize	saint_lucia	164994.0
belize	saint_vincent_grenadines	102089.0
belize	barbados	292336.0
belize	grenada	111724.0
belize	trinidad_tobago	1218208.0
belize	curacao	149648.0
belize	aruba	115120.0
belize	french_guiana	252338.0
belize	suriname	591919.0
belize	guyana	737718.0
belize	venezuela	31304016.0
belize	colombia	47698524.0
belize	ecuador	16290913.0
belize	peru	31036656.0
belize	bolivia	11138234.0
belize	brazil	207353391.0
belize	paraguay	6943739.0
belize	uruguay	3360148.0
belize	argentina	44293293.0
belize	chile	17789267.0
guatemala	canada	35623680.0
guatemala	united_states	326625791.0
guatemala	bermuda	70864.0
guatemala	mexico	124574795.0
guatemala	belize	360346.0
guatemala	honduras	9038741.0
guatemala	el_salvador	6172011.0
guatemala	nicaragua	6025951.0
guatemala	costa_rica	4930258.0
guatemala	panama	3753142.0
guatemala	bahamas	329988.0
guatemala	cuba	11147407.0
guatemala	turks_caicos_islands	52570.0
guatemala	cayman_islands	58441.0
guatemala	jamaica	2990561.0
guatemala	haiti	10646714.0
guatemala	dominican_republic	10734247.0
guatemala	puerto_rico	3351827.0
guatemala	united_states_virgin_islands	107268.0
guatemala	saint_kitts_nevis	52715.0
guatemala	antigua_barbuda	94731.0
guatemala	guadeloupe	402119.0
guatemala	dominica	73897.0
guatemala	martinique	385551.0
guatemala	saint_lucia	164994.0
guatemala	saint_vincent_grenadines	102089.0
guatemala	barbados	292336.0
guatemala	grenada	111724.0
guatemala	trinidad_tobago	1218208.0
guatemala	curacao	149648.0
guatemala	aruba	115120.0
guatemala	french_guiana	252338.0
guatemala	suriname	591919.0
guatemala	guyana	737718.0
guatemala	venezuela	31304016.0
guatemala	colombia	47698524.0
guatemala	ecuador	16290913.0
guatemala	peru	31036656.0
guatemala	bolivia	11138234.0
guatemala	brazil	207353391.0
guatemala	paraguay	6943739.0
guatemala	uruguay	3360148.0
guatemala	argentina	44293293.0
guatemala	chile	17789267.0
honduras	canada	35623680.0
honduras	united_states	326625791.0
honduras	bermuda	70864.0
honduras	mexico	124574795.0
honduras	belize	360346.0
honduras	guatemala	15460732.0
honduras	el_salvador	6172011.0
honduras	nicaragua	6025951.0
honduras	costa_rica	4930258.0
honduras	panama	3753142.0
honduras	bahamas	329988.0
honduras	cuba	11147407.0
honduras	turks_caicos_islands	52570.0
honduras	cayman_islands	58441.0
honduras	jamaica	2990561.0
honduras	haiti	10646714.0
honduras	dominican_republic	10734247.0
honduras	puerto_rico	3351827.0
honduras	united_states_virgin_islands	107268.0
honduras	saint_kitts_nevis	52715.0
honduras	antigua_barbuda	94731.0
honduras	guadeloupe	402119.0
honduras	dominica	73897.0
honduras	martinique	385551.0
honduras	saint_lucia	164994.0
honduras	saint_vincent_grenadines	102089.0
honduras	barbados	292336.0
honduras	grenada	111724.0
honduras	trinidad_tobago	1218208.0
honduras	curacao	149648.0
honduras	aruba	115120.0
honduras	french_guiana	252338.0
honduras	suriname	591919.0
honduras	guyana	737718.0
honduras	venezuela	31304016.0
honduras	colombia	47698524.0
honduras	ecuador	16290913.0
honduras	peru	31036656.0
honduras	bolivia	11138234.0
honduras	brazil	207353391.0
honduras	paraguay	6943739.0
honduras	uruguay	3360148.0
honduras	argentina	44293293.0
honduras	chile	17789267.0
el_salvador	canada	35623680.0
el_salvador	united_states	326625791.0
el_salvador	bermuda	70864.0
el_salvador	mexico	124574795.0
el_salvador	belize	360346.0
el_salvador	guatemala	15460732.0
el_salvador	honduras	9038741.0
el_salvador	nicaragua	6025951.0
el_salvador	costa_rica	4930258.0
el_salvador	panama	3753142.0
el_salvador	bahamas	329988.0
el_salvador	cuba	11147407.0
el_salvador	turks_caicos_islands	52570.0
el_salvador	cayman_islands	58441.0
el_salvador	jamaica	2990561.0
el_salvador	haiti	10646714.0
el_salvador	dominican_republic	10734247.0
el_salvador	puerto_rico	3351827.0
el_salvador	united_states_virgin_islands	107268.0
el_salvador	saint_kitts_nevis	52715.0
el_salvador	antigua_barbuda	94731.0
el_salvador	guadeloupe	402119.0
el_salvador	dominica	73897.0
el_salvador	martinique	385551.0
el_salvador	saint_lucia	164994.0
el_salvador	saint_vincent_grenadines	102089.0
el_salvador	barbados	292336.0
el_salvador	grenada	111724.0
el_salvador	trinidad_tobago	1218208.0
el_salvador	curacao	149648.0
el_salvador	aruba	115120.0
el_salvador	french_guiana	252338.0
el_salvador	suriname	591919.0
el_salvador	guyana	737718.0
el_salvador	venezuela	31304016.0
el_salvador	colombia	47698524.0
el_salvador	ecuador	16290913.0
el_salvador	peru	31036656.0
el_salvador	bolivia	11138234.0
el_salvador	brazil	207353391.0
el_salvador	paraguay	6943739.0
el_salvador	uruguay	3360148.0
el_salvador	argentina	44293293.0
el_salvador	chile	17789267.0
nicaragua	canada	35623680.0
nicaragua	united_states	326625791.0
nicaragua	bermuda	70864.0
nicaragua	mexico	124574795.0
nicaragua	belize	360346.0
nicaragua	guatemala	15460732.0
nicaragua	honduras	9038741.0
nicaragua	el_salvador	6172011.0
nicaragua	costa_rica	4930258.0
nicaragua	panama	3753142.0
nicaragua	bahamas	329988.0
nicaragua	cuba	11147407.0
nicaragua	turks_caicos_islands	52570.0
nicaragua	cayman_islands	58441.0
nicaragua	jamaica	2990561.0
nicaragua	haiti	10646714.0
nicaragua	dominican_republic	10734247.0
nicaragua	puerto_rico	3351827.0
nicaragua	united_states_virgin_islands	107268.0
nicaragua	saint_kitts_nevis	52715.0
nicaragua	antigua_barbuda	94731.0
nicaragua	guadeloupe	402119.0
nicaragua	dominica	73897.0
nicaragua	martinique	385551.0
nicaragua	saint_lucia	164994.0
nicaragua	saint_vincent_grenadines	102089.0
nicaragua	barbados	292336.0
nicaragua	grenada	111724.0
nicaragua	trinidad_tobago	1218208.0
nicaragua	curacao	149648.0
nicaragua	aruba	115120.0
nicaragua	french_guiana	252338.0
nicaragua	suriname	591919.0
nicaragua	guyana	737718.0
nicaragua	venezuela	31304016.0
nicaragua	colombia	47698524.0
nicaragua	ecuador	16290913.0
nicaragua	peru	31036656.0
nicaragua	bolivia	11138234.0
nicaragua	brazil	207353391.0
nicaragua	paraguay	6943739.0
nicaragua	uruguay	3360148.0
nicaragua	argentina	44293293.0
nicaragua	chile	17789267.0
costa_rica	canada	35623680.0
costa_rica	united_states	326625791.0
costa_rica	bermuda	70864.0
costa_rica	mexico	124574795.0
costa_rica	belize	360346.0
costa_rica	guatemala	15460732.0
costa_rica	honduras	9038741.0
costa_rica	el_salvador	6172011.0
costa_rica	nicaragua	6025951.0
costa_rica	panama	3753142.0
costa_rica	bahamas	329988.0
costa_rica	cuba	11147407.0
costa_rica	turks_caicos_islands	52570.0
costa_rica	cayman_islands	58441.0
costa_rica	jamaica	2990561.0
costa_rica	haiti	10646714.0
costa_rica	dominican_republic	10734247.0
costa_rica	puerto_rico	3351827.0
costa_rica	united_states_virgin_islands	107268.0
costa_rica	saint_kitts_nevis	52715.0
costa_rica	antigua_barbuda	94731.0
costa_rica	guadeloupe	402119.0
costa_rica	dominica	73897.0
costa_rica	martinique	385551.0
costa_rica	saint_lucia	164994.0
costa_rica	saint_vincent_grenadines	102089.0
costa_rica	barbados	292336.0
costa_rica	grenada	111724.0
costa_rica	trinidad_tobago	1218208.0
costa_rica	curacao	149648.0
costa_rica	aruba	115120.0
costa_rica	french_guiana	252338.0
costa_rica	suriname	591919.0
costa_rica	guyana	737718.0
costa_rica	venezuela	31304016.0
costa_rica	colombia	47698524.0
costa_rica	ecuador	16290913.0
costa_rica	peru	31036656.0
costa_rica	bolivia	11138234.0
costa_rica	brazil	207353391.0
costa_rica	paraguay	6943739.0
costa_rica	uruguay	3360148.0
costa_rica	argentina	44293293.0
costa_rica	chile	17789267.0
panama	canada	35623680.0
panama	united_states	326625791.0
panama	bermuda	70864.0
panama	mexico	124574795.0
panama	belize	360346.0
panama	guatemala	15460732.0
panama	honduras	9038741.0
panama	el_salvador	6172011.0
panama	nicaragua	6025951.0
panama	costa_rica	4930258.0
panama	bahamas	329988.0
panama	cuba	11147407.0
panama	turks_caicos_islands	52570.0
panama	cayman_islands	58441.0
panama	jamaica	2990561.0
panama	haiti	10646714.0
panama	dominican_republic	10734247.0
panama	puerto_rico	3351827.0
panama	united_states_virgin_islands	107268.0
panama	saint_kitts_nevis	52715.0
panama	antigua_barbuda	94731.0
panama	guadeloupe	402119.0
panama	dominica	73897.0
panama	martinique	385551.0
panama	saint_lucia	164994.0
panama	saint_vincent_grenadines	102089.0
panama	barbados	292336.0
panama	grenada	111724.0
panama	trinidad_tobago	1218208.0
panama	curacao	149648.0
panama	aruba	115120.0
panama	french_guiana	252338.0
panama	suriname	591919.0
panama	guyana	737718.0
panama	venezuela	31304016.0
panama	colombia	47698524.0
panama	ecuador	16290913.0
panama	peru	31036656.0
panama	bolivia	11138234.0
panama	brazil	207353391.0
panama	paraguay	6943739.0
panama	uruguay	3360148.0
panama	argentina	44293293.0
panama	chile	17789267.0
bahamas	canada	35623680.0
bahamas	united_states	326625791.0
bahamas	bermuda	70864.0
bahamas	mexico	124574795.0
bahamas	belize	360346.0
bahamas	guatemala	15460732.0
bahamas	honduras	9038741.0
bahamas	el_salvador	6172011.0
bahamas	nicaragua	6025951.0
bahamas	costa_rica	4930258.0
bahamas	panama	3753142.0
bahamas	cuba	11147407.0
bahamas	turks_caicos_islands	52570.0
bahamas	cayman_islands	58441.0
bahamas	jamaica	2990561.0
bahamas	haiti	10646714.0
bahamas	dominican_republic	10734247.0
bahamas	puerto_rico	3351827.0
bahamas	united_states_virgin_islands	107268.0
bahamas	saint_kitts_nevis	52715.0
bahamas	antigua_barbuda	94731.0
bahamas	guadeloupe	402119.0
bahamas	dominica	73897.0
bahamas	martinique	385551.0
bahamas	saint_lucia	164994.0
bahamas	saint_vincent_grenadines	102089.0
bahamas	barbados	292336.0
bahamas	grenada	111724.0
bahamas	trinidad_tobago	1218208.0
bahamas	curacao	149648.0
bahamas	aruba	115120.0
bahamas	french_guiana	252338.0
bahamas	suriname	591919.0
bahamas	guyana	737718.0
bahamas	venezuela	31304016.0
bahamas	colombia	47698524.0
bahamas	ecuador	16290913.0
bahamas	peru	31036656.0
bahamas	bolivia	11138234.0
bahamas	brazil	207353391.0
bahamas	paraguay	6943739.0
bahamas	uruguay	3360148.0
bahamas	argentina	44293293.0
bahamas	chile	17789267.0
cuba	canada	35623680.0
cuba	united_states	326625791.0
cuba	bermuda	70864.0
cuba	mexico	124574795.0
cuba	belize	360346.0
cuba	guatemala	15460732.0
cuba	honduras	9038741.0
cuba	el_salvador	6172011.0
cuba	nicaragua	6025951.0
cuba	costa_rica	4930258.0
cuba	panama	3753142.0
cuba	bahamas	329988.0
cuba	turks_caicos_islands	52570.0
cuba	cayman_islands	58441.0
cuba	jamaica	2990561.0
cuba	haiti	10646714.0
cuba	dominican_republic	10734247.0
cuba	puerto_rico	3351827.0
cuba	united_states_virgin_islands	107268.0
cuba	saint_kitts_nevis	52715.0
cuba	antigua_barbuda	94731.0
cuba	guadeloupe	402119.0
cuba	dominica	73897.0
cuba	martinique	385551.0
cuba	saint_lucia	164994.0
cuba	saint_vincent_grenadines	102089.0
cuba	barbados	292336.0
cuba	grenada	111724.0
cuba	trinidad_tobago	1218208.0
cuba	curacao	149648.0
cuba	aruba	115120.0
cuba	french_guiana	252338.0
cuba	suriname	591919.0
cuba	guyana	737718.0
cuba	venezuela	31304016.0
cuba	colombia	47698524.0
cuba	ecuador	16290913.0
cuba	peru	31036656.0
cuba	bolivia	11138234.0
cuba	brazil	207353391.0
cuba	paraguay	6943739.0
cuba	uruguay	3360148.0
cuba	argentina	44293293.0
cuba	chile	17789267.0
turks_caicos_islands	canada	35623680.0
turks_caicos_islands	united_states	326625791.0
turks_caicos_islands	bermuda	70864.0
turks_caicos_islands	mexico	124574795.0
turks_caicos_islands	belize	360346.0
turks_caicos_islands	guatemala	15460732.0
turks_caicos_islands	honduras	9038741.0
turks_caicos_islands	el_salvador	6172011.0
turks_caicos_islands	nicaragua	6025951.0
turks_caicos_islands	costa_rica	4930258.0
turks_caicos_islands	panama	3753142.0
turks_caicos_islands	bahamas	329988.0
turks_caicos_islands	cuba	11147407.0
turks_caicos_islands	cayman_islands	58441.0
turks_caicos_islands	jamaica	2990561.0
turks_caicos_islands	haiti	10646714.0
turks_caicos_islands	dominican_republic	10734247.0
turks_caicos_islands	puerto_rico	3351827.0
turks_caicos_islands	united_states_virgin_islands	107268.0
turks_caicos_islands	saint_kitts_nevis	52715.0
turks_caicos_islands	antigua_barbuda	94731.0
turks_caicos_islands	guadeloupe	402119.0
turks_caicos_islands	dominica	73897.0
turks_caicos_islands	martinique	385551.0
turks_caicos_islands	saint_lucia	164994.0
turks_caicos_islands	saint_vincent_grenadines	102089.0
turks_caicos_islands	barbados	292336.0
turks_caicos_islands	grenada	111724.0
turks_caicos_islands	trinidad_tobago	1218208.0
turks_caicos_islands	curacao	149648.0
turks_caicos_islands	aruba	115120.0
turks_caicos_islands	french_guiana	252338.0
turks_caicos_islands	suriname	591919.0
turks_caicos_islands	guyana	737718.0
turks_caicos_islands	venezuela	31304016.0
turks_caicos_islands	colombia	47698524.0
turks_caicos_islands	ecuador	16290913.0
turks_caicos_islands	peru	31036656.0
turks_caicos_islands	bolivia	11138234.0
turks_caicos_islands	brazil	207353391.0
turks_caicos_islands	paraguay	6943739.0
turks_caicos_islands	uruguay	3360148.0
turks_caicos_islands	argentina	44293293.0
turks_caicos_islands	chile	17789267.0
cayman_islands	canada	35623680.0
cayman_islands	united_states	326625791.0
cayman_islands	bermuda	70864.0
cayman_islands	mexico	124574795.0
cayman_islands	belize	360346.0
cayman_islands	guatemala	15460732.0
cayman_islands	honduras	9038741.0
cayman_islands	el_salvador	6172011.0
cayman_islands	nicaragua	6025951.0
cayman_islands	costa_rica	4930258.0
cayman_islands	panama	3753142.0
cayman_islands	bahamas	329988.0
cayman_islands	cuba	11147407.0
cayman_islands	turks_caicos_islands	52570.0
cayman_islands	jamaica	2990561.0
cayman_islands	haiti	10646714.0
cayman_islands	dominican_republic	10734247.0
cayman_islands	puerto_rico	3351827.0
cayman_islands	united_states_virgin_islands	107268.0
cayman_islands	saint_kitts_nevis	52715.0
cayman_islands	antigua_barbuda	94731.0
cayman_islands	guadeloupe	402119.0
cayman_islands	dominica	73897.0
cayman_islands	martinique	385551.0
cayman_islands	saint_lucia	164994.0
cayman_islands	saint_vincent_grenadines	102089.0
cayman_islands	barbados	292336.0
cayman_islands	grenada	111724.0
cayman_islands	trinidad_tobago	1218208.0
cayman_islands	curacao	149648.0
cayman_islands	aruba	115120.0
cayman_islands	french_guiana	252338.0
cayman_islands	suriname	591919.0
cayman_islands	guyana	737718.0
cayman_islands	venezuela	31304016.0
cayman_islands	colombia	47698524.0
cayman_islands	ecuador	16290913.0
cayman_islands	peru	31036656.0
cayman_islands	bolivia	11138234.0
cayman_islands	brazil	207353391.0
cayman_islands	paraguay	6943739.0
cayman_islands	uruguay	3360148.0
cayman_islands	argentina	44293293.0
cayman_islands	chile	17789267.0
jamaica	canada	35623680.0
jamaica	united_states	326625791.0
jamaica	bermuda	70864.0
jamaica	mexico	124574795.0
jamaica	belize	360346.0
jamaica	guatemala	15460732.0
jamaica	honduras	9038741.0
jamaica	el_salvador	6172011.0
jamaica	nicaragua	6025951.0
jamaica	costa_rica	4930258.0
jamaica	panama	3753142.0
jamaica	bahamas	329988.0
jamaica	cuba	11147407.0
jamaica	turks_caicos_islands	52570.0
