origin	destination	destination_pop_size
jamaica	honduras	8893259.0
jamaica	colombia	47220856.0
jamaica	mexico	123166749.0
jamaica	saint_kitts_nevis	52329.0
jamaica	united_states	323995528.0
jamaica	saint_vincent_grenadines	102350.0
jamaica	paraguay	6862812.0
jamaica	nicaragua	5966798.0
jamaica	barbados	291495.0
jamaica	canada	35362905.0
jamaica	united_states_virgin_islands	102951.0
jamaica	martinique	385551.0
jamaica	peru	30741062.0
jamaica	curacao	149035.0
jamaica	panama	3705246.0
jamaica	uruguay	3351016.0
jamaica	bahamas	327316.0
jamaica	bermuda	70537.0
jamaica	aruba	113648.0
jamaica	suriname	585824.0
jamaica	costa_rica	4872543.0
jamaica	bolivia	10969649.0
jamaica	venezuela	30912302.0
jamaica	french_guiana	252338.0
jamaica	cayman_islands	57268.0
jamaica	brazil	205823665.0
jamaica	trinidad_tobago	1220479.0
jamaica	dominican_republic	10606865.0
jamaica	cuba	11179995.0
jamaica	guatemala	15189958.0
jamaica	chile	17650114.0
jamaica	turks_caicos_islands	51430.0
jamaica	haiti	10485800.0
jamaica	belize	353858.0
jamaica	argentina	43886748.0
jamaica	dominica	73757.0
jamaica	saint_lucia	164464.0
jamaica	el_salvador	6156670.0
jamaica	puerto_rico	3578056.0
jamaica	ecuador	16080778.0
jamaica	guyana	735909.0
jamaica	grenada	111219.0
jamaica	guadeloupe	402119.0
jamaica	antigua_barbuda	93581.0
honduras	jamaica	2970340.0
honduras	colombia	47220856.0
honduras	mexico	123166749.0
honduras	saint_kitts_nevis	52329.0
honduras	united_states	323995528.0
honduras	saint_vincent_grenadines	102350.0
honduras	paraguay	6862812.0
honduras	nicaragua	5966798.0
honduras	barbados	291495.0
honduras	canada	35362905.0
honduras	united_states_virgin_islands	102951.0
honduras	martinique	385551.0
honduras	peru	30741062.0
honduras	curacao	149035.0
honduras	panama	3705246.0
honduras	uruguay	3351016.0
honduras	bahamas	327316.0
honduras	bermuda	70537.0
honduras	aruba	113648.0
honduras	suriname	585824.0
honduras	costa_rica	4872543.0
honduras	bolivia	10969649.0
honduras	venezuela	30912302.0
honduras	french_guiana	252338.0
honduras	cayman_islands	57268.0
honduras	brazil	205823665.0
honduras	trinidad_tobago	1220479.0
honduras	dominican_republic	10606865.0
honduras	cuba	11179995.0
honduras	guatemala	15189958.0
honduras	chile	17650114.0
honduras	turks_caicos_islands	51430.0
honduras	haiti	10485800.0
honduras	belize	353858.0
honduras	argentina	43886748.0
honduras	dominica	73757.0
honduras	saint_lucia	164464.0
honduras	el_salvador	6156670.0
honduras	puerto_rico	3578056.0
honduras	ecuador	16080778.0
honduras	guyana	735909.0
honduras	grenada	111219.0
honduras	guadeloupe	402119.0
honduras	antigua_barbuda	93581.0
colombia	jamaica	2970340.0
colombia	honduras	8893259.0
colombia	mexico	123166749.0
colombia	saint_kitts_nevis	52329.0
colombia	united_states	323995528.0
colombia	saint_vincent_grenadines	102350.0
colombia	paraguay	6862812.0
colombia	nicaragua	5966798.0
colombia	barbados	291495.0
colombia	canada	35362905.0
colombia	united_states_virgin_islands	102951.0
colombia	martinique	385551.0
colombia	peru	30741062.0
colombia	curacao	149035.0
colombia	panama	3705246.0
colombia	uruguay	3351016.0
colombia	bahamas	327316.0
colombia	bermuda	70537.0
colombia	aruba	113648.0
colombia	suriname	585824.0
colombia	costa_rica	4872543.0
colombia	bolivia	10969649.0
colombia	venezuela	30912302.0
colombia	french_guiana	252338.0
colombia	cayman_islands	57268.0
colombia	brazil	205823665.0
colombia	trinidad_tobago	1220479.0
colombia	dominican_republic	10606865.0
colombia	cuba	11179995.0
colombia	guatemala	15189958.0
colombia	chile	17650114.0
colombia	turks_caicos_islands	51430.0
colombia	haiti	10485800.0
colombia	belize	353858.0
colombia	argentina	43886748.0
colombia	dominica	73757.0
colombia	saint_lucia	164464.0
colombia	el_salvador	6156670.0
colombia	puerto_rico	3578056.0
colombia	ecuador	16080778.0
colombia	guyana	735909.0
colombia	grenada	111219.0
colombia	guadeloupe	402119.0
colombia	antigua_barbuda	93581.0
mexico	jamaica	2970340.0
mexico	honduras	8893259.0
mexico	colombia	47220856.0
mexico	saint_kitts_nevis	52329.0
mexico	united_states	323995528.0
mexico	saint_vincent_grenadines	102350.0
mexico	paraguay	6862812.0
mexico	nicaragua	5966798.0
mexico	barbados	291495.0
mexico	canada	35362905.0
mexico	united_states_virgin_islands	102951.0
mexico	martinique	385551.0
mexico	peru	30741062.0
mexico	curacao	149035.0
mexico	panama	3705246.0
mexico	uruguay	3351016.0
mexico	bahamas	327316.0
mexico	bermuda	70537.0
mexico	aruba	113648.0
mexico	suriname	585824.0
mexico	costa_rica	4872543.0
mexico	bolivia	10969649.0
mexico	venezuela	30912302.0
mexico	french_guiana	252338.0
mexico	cayman_islands	57268.0
mexico	brazil	205823665.0
mexico	trinidad_tobago	1220479.0
mexico	dominican_republic	10606865.0
mexico	cuba	11179995.0
mexico	guatemala	15189958.0
mexico	chile	17650114.0
mexico	turks_caicos_islands	51430.0
mexico	haiti	10485800.0
mexico	belize	353858.0
mexico	argentina	43886748.0
mexico	dominica	73757.0
mexico	saint_lucia	164464.0
mexico	el_salvador	6156670.0
mexico	puerto_rico	3578056.0
mexico	ecuador	16080778.0
mexico	guyana	735909.0
mexico	grenada	111219.0
mexico	guadeloupe	402119.0
mexico	antigua_barbuda	93581.0
saint_kitts_nevis	jamaica	2970340.0
saint_kitts_nevis	honduras	8893259.0
saint_kitts_nevis	colombia	47220856.0
saint_kitts_nevis	mexico	123166749.0
saint_kitts_nevis	united_states	323995528.0
saint_kitts_nevis	saint_vincent_grenadines	102350.0
saint_kitts_nevis	paraguay	6862812.0
saint_kitts_nevis	nicaragua	5966798.0
saint_kitts_nevis	barbados	291495.0
saint_kitts_nevis	canada	35362905.0
saint_kitts_nevis	united_states_virgin_islands	102951.0
saint_kitts_nevis	martinique	385551.0
saint_kitts_nevis	peru	30741062.0
saint_kitts_nevis	curacao	149035.0
saint_kitts_nevis	panama	3705246.0
saint_kitts_nevis	uruguay	3351016.0
saint_kitts_nevis	bahamas	327316.0
saint_kitts_nevis	bermuda	70537.0
saint_kitts_nevis	aruba	113648.0
saint_kitts_nevis	suriname	585824.0
saint_kitts_nevis	costa_rica	4872543.0
saint_kitts_nevis	bolivia	10969649.0
saint_kitts_nevis	venezuela	30912302.0
saint_kitts_nevis	french_guiana	252338.0
saint_kitts_nevis	cayman_islands	57268.0
saint_kitts_nevis	brazil	205823665.0
saint_kitts_nevis	trinidad_tobago	1220479.0
saint_kitts_nevis	dominican_republic	10606865.0
saint_kitts_nevis	cuba	11179995.0
saint_kitts_nevis	guatemala	15189958.0
saint_kitts_nevis	chile	17650114.0
saint_kitts_nevis	turks_caicos_islands	51430.0
saint_kitts_nevis	haiti	10485800.0
saint_kitts_nevis	belize	353858.0
saint_kitts_nevis	argentina	43886748.0
saint_kitts_nevis	dominica	73757.0
saint_kitts_nevis	saint_lucia	164464.0
saint_kitts_nevis	el_salvador	6156670.0
saint_kitts_nevis	puerto_rico	3578056.0
saint_kitts_nevis	ecuador	16080778.0
saint_kitts_nevis	guyana	735909.0
saint_kitts_nevis	grenada	111219.0
saint_kitts_nevis	guadeloupe	402119.0
saint_kitts_nevis	antigua_barbuda	93581.0
united_states	jamaica	2970340.0
united_states	honduras	8893259.0
united_states	colombia	47220856.0
united_states	mexico	123166749.0
united_states	saint_kitts_nevis	52329.0
united_states	saint_vincent_grenadines	102350.0
united_states	paraguay	6862812.0
united_states	nicaragua	5966798.0
united_states	barbados	291495.0
united_states	canada	35362905.0
united_states	united_states_virgin_islands	102951.0
united_states	martinique	385551.0
united_states	peru	30741062.0
united_states	curacao	149035.0
united_states	panama	3705246.0
united_states	uruguay	3351016.0
united_states	bahamas	327316.0
united_states	bermuda	70537.0
united_states	aruba	113648.0
united_states	suriname	585824.0
united_states	costa_rica	4872543.0
united_states	bolivia	10969649.0
united_states	venezuela	30912302.0
united_states	french_guiana	252338.0
united_states	cayman_islands	57268.0
united_states	brazil	205823665.0
united_states	trinidad_tobago	1220479.0
united_states	dominican_republic	10606865.0
united_states	cuba	11179995.0
united_states	guatemala	15189958.0
united_states	chile	17650114.0
united_states	turks_caicos_islands	51430.0
united_states	haiti	10485800.0
united_states	belize	353858.0
united_states	argentina	43886748.0
united_states	dominica	73757.0
united_states	saint_lucia	164464.0
united_states	el_salvador	6156670.0
united_states	puerto_rico	3578056.0
united_states	ecuador	16080778.0
united_states	guyana	735909.0
united_states	grenada	111219.0
united_states	guadeloupe	402119.0
united_states	antigua_barbuda	93581.0
saint_vincent_grenadines	jamaica	2970340.0
saint_vincent_grenadines	honduras	8893259.0
saint_vincent_grenadines	colombia	47220856.0
saint_vincent_grenadines	mexico	123166749.0
saint_vincent_grenadines	saint_kitts_nevis	52329.0
saint_vincent_grenadines	united_states	323995528.0
saint_vincent_grenadines	paraguay	6862812.0
saint_vincent_grenadines	nicaragua	5966798.0
saint_vincent_grenadines	barbados	291495.0
saint_vincent_grenadines	canada	35362905.0
saint_vincent_grenadines	united_states_virgin_islands	102951.0
saint_vincent_grenadines	martinique	385551.0
saint_vincent_grenadines	peru	30741062.0
saint_vincent_grenadines	curacao	149035.0
saint_vincent_grenadines	panama	3705246.0
saint_vincent_grenadines	uruguay	3351016.0
saint_vincent_grenadines	bahamas	327316.0
saint_vincent_grenadines	bermuda	70537.0
saint_vincent_grenadines	aruba	113648.0
saint_vincent_grenadines	suriname	585824.0
saint_vincent_grenadines	costa_rica	4872543.0
saint_vincent_grenadines	bolivia	10969649.0
saint_vincent_grenadines	venezuela	30912302.0
saint_vincent_grenadines	french_guiana	252338.0
saint_vincent_grenadines	cayman_islands	57268.0
saint_vincent_grenadines	brazil	205823665.0
saint_vincent_grenadines	trinidad_tobago	1220479.0
saint_vincent_grenadines	dominican_republic	10606865.0
saint_vincent_grenadines	cuba	11179995.0
saint_vincent_grenadines	guatemala	15189958.0
saint_vincent_grenadines	chile	17650114.0
saint_vincent_grenadines	turks_caicos_islands	51430.0
saint_vincent_grenadines	haiti	10485800.0
saint_vincent_grenadines	belize	353858.0
saint_vincent_grenadines	argentina	43886748.0
saint_vincent_grenadines	dominica	73757.0
saint_vincent_grenadines	saint_lucia	164464.0
saint_vincent_grenadines	el_salvador	6156670.0
saint_vincent_grenadines	puerto_rico	3578056.0
saint_vincent_grenadines	ecuador	16080778.0
saint_vincent_grenadines	guyana	735909.0
saint_vincent_grenadines	grenada	111219.0
saint_vincent_grenadines	guadeloupe	402119.0
saint_vincent_grenadines	antigua_barbuda	93581.0
paraguay	jamaica	2970340.0
paraguay	honduras	8893259.0
paraguay	colombia	47220856.0
paraguay	mexico	123166749.0
paraguay	saint_kitts_nevis	52329.0
paraguay	united_states	323995528.0
paraguay	saint_vincent_grenadines	102350.0
paraguay	nicaragua	5966798.0
paraguay	barbados	291495.0
paraguay	canada	35362905.0
paraguay	united_states_virgin_islands	102951.0
paraguay	martinique	385551.0
paraguay	peru	30741062.0
paraguay	curacao	149035.0
paraguay	panama	3705246.0
paraguay	uruguay	3351016.0
paraguay	bahamas	327316.0
paraguay	bermuda	70537.0
paraguay	aruba	113648.0
paraguay	suriname	585824.0
paraguay	costa_rica	4872543.0
paraguay	bolivia	10969649.0
paraguay	venezuela	30912302.0
paraguay	french_guiana	252338.0
paraguay	cayman_islands	57268.0
paraguay	brazil	205823665.0
paraguay	trinidad_tobago	1220479.0
paraguay	dominican_republic	10606865.0
paraguay	cuba	11179995.0
paraguay	guatemala	15189958.0
paraguay	chile	17650114.0
paraguay	turks_caicos_islands	51430.0
paraguay	haiti	10485800.0
paraguay	belize	353858.0
paraguay	argentina	43886748.0
paraguay	dominica	73757.0
paraguay	saint_lucia	164464.0
paraguay	el_salvador	6156670.0
paraguay	puerto_rico	3578056.0
paraguay	ecuador	16080778.0
paraguay	guyana	735909.0
paraguay	grenada	111219.0
paraguay	guadeloupe	402119.0
paraguay	antigua_barbuda	93581.0
nicaragua	jamaica	2970340.0
nicaragua	honduras	8893259.0
nicaragua	colombia	47220856.0
nicaragua	mexico	123166749.0
nicaragua	saint_kitts_nevis	52329.0
nicaragua	united_states	323995528.0
nicaragua	saint_vincent_grenadines	102350.0
nicaragua	paraguay	6862812.0
nicaragua	barbados	291495.0
nicaragua	canada	35362905.0
nicaragua	united_states_virgin_islands	102951.0
nicaragua	martinique	385551.0
nicaragua	peru	30741062.0
nicaragua	curacao	149035.0
nicaragua	panama	3705246.0
nicaragua	uruguay	3351016.0
nicaragua	bahamas	327316.0
nicaragua	bermuda	70537.0
nicaragua	aruba	113648.0
nicaragua	suriname	585824.0
nicaragua	costa_rica	4872543.0
nicaragua	bolivia	10969649.0
nicaragua	venezuela	30912302.0
nicaragua	french_guiana	252338.0
nicaragua	cayman_islands	57268.0
nicaragua	brazil	205823665.0
nicaragua	trinidad_tobago	1220479.0
nicaragua	dominican_republic	10606865.0
nicaragua	cuba	11179995.0
nicaragua	guatemala	15189958.0
nicaragua	chile	17650114.0
nicaragua	turks_caicos_islands	51430.0
nicaragua	haiti	10485800.0
nicaragua	belize	353858.0
nicaragua	argentina	43886748.0
nicaragua	dominica	73757.0
nicaragua	saint_lucia	164464.0
nicaragua	el_salvador	6156670.0
nicaragua	puerto_rico	3578056.0
nicaragua	ecuador	16080778.0
nicaragua	guyana	735909.0
nicaragua	grenada	111219.0
nicaragua	guadeloupe	402119.0
nicaragua	antigua_barbuda	93581.0
barbados	jamaica	2970340.0
barbados	honduras	8893259.0
barbados	colombia	47220856.0
barbados	mexico	123166749.0
barbados	saint_kitts_nevis	52329.0
barbados	united_states	323995528.0
barbados	saint_vincent_grenadines	102350.0
barbados	paraguay	6862812.0
barbados	nicaragua	5966798.0
barbados	canada	35362905.0
barbados	united_states_virgin_islands	102951.0
barbados	martinique	385551.0
barbados	peru	30741062.0
barbados	curacao	149035.0
barbados	panama	3705246.0
barbados	uruguay	3351016.0
barbados	bahamas	327316.0
barbados	bermuda	70537.0
barbados	aruba	113648.0
barbados	suriname	585824.0
barbados	costa_rica	4872543.0
barbados	bolivia	10969649.0
barbados	venezuela	30912302.0
barbados	french_guiana	252338.0
barbados	cayman_islands	57268.0
barbados	brazil	205823665.0
barbados	trinidad_tobago	1220479.0
barbados	dominican_republic	10606865.0
barbados	cuba	11179995.0
barbados	guatemala	15189958.0
barbados	chile	17650114.0
barbados	turks_caicos_islands	51430.0
barbados	haiti	10485800.0
barbados	belize	353858.0
barbados	argentina	43886748.0
barbados	dominica	73757.0
barbados	saint_lucia	164464.0
barbados	el_salvador	6156670.0
barbados	puerto_rico	3578056.0
barbados	ecuador	16080778.0
barbados	guyana	735909.0
barbados	grenada	111219.0
barbados	guadeloupe	402119.0
barbados	antigua_barbuda	93581.0
canada	jamaica	2970340.0
canada	honduras	8893259.0
canada	colombia	47220856.0
canada	mexico	123166749.0
canada	saint_kitts_nevis	52329.0
canada	united_states	323995528.0
canada	saint_vincent_grenadines	102350.0
canada	paraguay	6862812.0
canada	nicaragua	5966798.0
canada	barbados	291495.0
canada	united_states_virgin_islands	102951.0
canada	martinique	385551.0
canada	peru	30741062.0
canada	curacao	149035.0
canada	panama	3705246.0
canada	uruguay	3351016.0
canada	bahamas	327316.0
canada	bermuda	70537.0
canada	aruba	113648.0
canada	suriname	585824.0
canada	costa_rica	4872543.0
canada	bolivia	10969649.0
canada	venezuela	30912302.0
canada	french_guiana	252338.0
canada	cayman_islands	57268.0
canada	brazil	205823665.0
canada	trinidad_tobago	1220479.0
canada	dominican_republic	10606865.0
canada	cuba	11179995.0
canada	guatemala	15189958.0
canada	chile	17650114.0
canada	turks_caicos_islands	51430.0
canada	haiti	10485800.0
canada	belize	353858.0
canada	argentina	43886748.0
canada	dominica	73757.0
canada	saint_lucia	164464.0
canada	el_salvador	6156670.0
canada	puerto_rico	3578056.0
canada	ecuador	16080778.0
canada	guyana	735909.0
canada	grenada	111219.0
canada	guadeloupe	402119.0
canada	antigua_barbuda	93581.0
united_states_virgin_islands	jamaica	2970340.0
united_states_virgin_islands	honduras	8893259.0
united_states_virgin_islands	colombia	47220856.0
united_states_virgin_islands	mexico	123166749.0
united_states_virgin_islands	saint_kitts_nevis	52329.0
united_states_virgin_islands	united_states	323995528.0
united_states_virgin_islands	saint_vincent_grenadines	102350.0
united_states_virgin_islands	paraguay	6862812.0
united_states_virgin_islands	nicaragua	5966798.0
united_states_virgin_islands	barbados	291495.0
united_states_virgin_islands	canada	35362905.0
united_states_virgin_islands	martinique	385551.0
united_states_virgin_islands	peru	30741062.0
united_states_virgin_islands	curacao	149035.0
united_states_virgin_islands	panama	3705246.0
united_states_virgin_islands	uruguay	3351016.0
united_states_virgin_islands	bahamas	327316.0
united_states_virgin_islands	bermuda	70537.0
united_states_virgin_islands	aruba	113648.0
united_states_virgin_islands	suriname	585824.0
united_states_virgin_islands	costa_rica	4872543.0
united_states_virgin_islands	bolivia	10969649.0
united_states_virgin_islands	venezuela	30912302.0
united_states_virgin_islands	french_guiana	252338.0
united_states_virgin_islands	cayman_islands	57268.0
united_states_virgin_islands	brazil	205823665.0
united_states_virgin_islands	trinidad_tobago	1220479.0
united_states_virgin_islands	dominican_republic	10606865.0
united_states_virgin_islands	cuba	11179995.0
united_states_virgin_islands	guatemala	15189958.0
united_states_virgin_islands	chile	17650114.0
united_states_virgin_islands	turks_caicos_islands	51430.0
united_states_virgin_islands	haiti	10485800.0
united_states_virgin_islands	belize	353858.0
united_states_virgin_islands	argentina	43886748.0
united_states_virgin_islands	dominica	73757.0
united_states_virgin_islands	saint_lucia	164464.0
united_states_virgin_islands	el_salvador	6156670.0
united_states_virgin_islands	puerto_rico	3578056.0
united_states_virgin_islands	ecuador	16080778.0
united_states_virgin_islands	guyana	735909.0
united_states_virgin_islands	grenada	111219.0
united_states_virgin_islands	guadeloupe	402119.0
united_states_virgin_islands	antigua_barbuda	93581.0
martinique	jamaica	2970340.0
martinique	honduras	8893259.0
martinique	colombia	47220856.0
martinique	mexico	123166749.0
martinique	saint_kitts_nevis	52329.0
martinique	united_states	323995528.0
martinique	saint_vincent_grenadines	102350.0
martinique	paraguay	6862812.0
martinique	nicaragua	5966798.0
martinique	barbados	291495.0
martinique	canada	35362905.0
martinique	united_states_virgin_islands	102951.0
martinique	peru	30741062.0
martinique	curacao	149035.0
martinique	panama	3705246.0
martinique	uruguay	3351016.0
martinique	bahamas	327316.0
martinique	bermuda	70537.0
martinique	aruba	113648.0
martinique	suriname	585824.0
martinique	costa_rica	4872543.0
martinique	bolivia	10969649.0
martinique	venezuela	30912302.0
martinique	french_guiana	252338.0
martinique	cayman_islands	57268.0
martinique	brazil	205823665.0
martinique	trinidad_tobago	1220479.0
martinique	dominican_republic	10606865.0
martinique	cuba	11179995.0
martinique	guatemala	15189958.0
martinique	chile	17650114.0
martinique	turks_caicos_islands	51430.0
martinique	haiti	10485800.0
martinique	belize	353858.0
martinique	argentina	43886748.0
martinique	dominica	73757.0
martinique	saint_lucia	164464.0
martinique	el_salvador	6156670.0
martinique	puerto_rico	3578056.0
martinique	ecuador	16080778.0
martinique	guyana	735909.0
martinique	grenada	111219.0
martinique	guadeloupe	402119.0
martinique	antigua_barbuda	93581.0
peru	jamaica	2970340.0
peru	honduras	8893259.0
peru	colombia	47220856.0
peru	mexico	123166749.0
peru	saint_kitts_nevis	52329.0
peru	united_states	323995528.0
peru	saint_vincent_grenadines	102350.0
peru	paraguay	6862812.0
peru	nicaragua	5966798.0
peru	barbados	291495.0
peru	canada	35362905.0
peru	united_states_virgin_islands	102951.0
peru	martinique	385551.0
peru	curacao	149035.0
peru	panama	3705246.0
peru	uruguay	3351016.0
peru	bahamas	327316.0
peru	bermuda	70537.0
peru	aruba	113648.0
peru	suriname	585824.0
peru	costa_rica	4872543.0
peru	bolivia	10969649.0
peru	venezuela	30912302.0
peru	french_guiana	252338.0
peru	cayman_islands	57268.0
peru	brazil	205823665.0
peru	trinidad_tobago	1220479.0
peru	dominican_republic	10606865.0
peru	cuba	11179995.0
peru	guatemala	15189958.0
peru	chile	17650114.0
peru	turks_caicos_islands	51430.0
peru	haiti	10485800.0
peru	belize	353858.0
peru	argentina	43886748.0
peru	dominica	73757.0
peru	saint_lucia	164464.0
peru	el_salvador	6156670.0
peru	puerto_rico	3578056.0
peru	ecuador	16080778.0
peru	guyana	735909.0
peru	grenada	111219.0
peru	guadeloupe	402119.0
peru	antigua_barbuda	93581.0
curacao	jamaica	2970340.0
curacao	honduras	8893259.0
curacao	colombia	47220856.0
curacao	mexico	123166749.0
curacao	saint_kitts_nevis	52329.0
curacao	united_states	323995528.0
curacao	saint_vincent_grenadines	102350.0
curacao	paraguay	6862812.0
curacao	nicaragua	5966798.0
curacao	barbados	291495.0
curacao	canada	35362905.0
curacao	united_states_virgin_islands	102951.0
curacao	martinique	385551.0
curacao	peru	30741062.0
curacao	panama	3705246.0
curacao	uruguay	3351016.0
curacao	bahamas	327316.0
